file_name,time_stamp,input_size,execution_time
03.png,1555973141.9585657,2677,0.7901887893676758
04.png,1555973142.7490716,2988,0.9151780605316162
05.png,1555973143.6648467,3870,1.2330410480499268
06.png,1555973144.8982203,4855,1.3413565158843994
07.png,1555973146.2400398,23359,1.8626985549926758
08.png,1555973148.103043,26854,1.771620750427246
09.png,1555973149.875095,44189,2.013942003250122
10.png,1555973151.8893704,62155,2.6834592819213867
11.png,1555973154.5732844,71329,4.928598642349243
12.png,1555973159.5022907,76633,6.072204113006592
13.png,1555973165.57478,78053,7.291479825973511
14.png,1555973172.8665986,79208,7.332709550857544
15.png,1555973180.1998,155349,7.671119689941406
16.png,1555973187.8713152,197048,10.020905017852783
17.png,1555973197.8925776,209291,10.585007905960083
18.png,1555973208.477977,225763,10.968766450881958
