file_name,time_stamp,input_size,execution_time
x01.png,1555559365.0880015,71329,5.10078239440918
x02.png,1555559370.1893013,76633,6.0514161586761475
x03.png,1555559376.2412186,78053,7.372758150100708
x04.png,1555559383.6143963,79208,7.524518251419067
x05.png,1555559391.139299,155349,7.7390806674957275
x06.png,1555559398.8788154,197048,10.21838665008545
x07.png,1555559409.0975049,209291,10.778315305709839
x08.png,1555559419.8761497,225763,11.142930030822754
x09.png,1555559431.0195668,245337,12.629087209701538
x10.png,1555559443.648982,255254,13.078023910522461
01.png,1555559456.727453,1584,0.9104855060577393
02.png,1555559457.638331,2294,0.7955241203308105
03.png,1555559458.4342144,2677,0.7661912441253662
04.png,1555559459.2007947,2988,0.8018436431884766
05.png,1555559460.0029533,3870,1.206239938735962
06.png,1555559461.2095902,4855,1.3174002170562744
07.png,1555559462.527455,23359,1.6573154926300049
08.png,1555559464.1852129,26854,1.8063299655914307
09.png,1555559465.9919417,44189,2.0693256855010986
10.png,1555559468.0616987,62155,2.7243428230285645
