file_name,time_stamp,input_size,execution_time
03.png,1556174708.3221116,2677,1.4721825122833252
04.png,1556174709.7947407,2988,0.8293418884277344
05.png,1556174710.6243773,3870,1.1867427825927734
06.png,1556174711.811584,4855,1.5943551063537598
07.png,1556174713.4062636,23359,1.7640762329101562
08.png,1556174715.1706324,26854,1.8881685733795166
09.png,1556174717.0592525,44189,2.511723279953003
10.png,1556174719.5712996,62155,2.7387020587921143
11.png,1556174722.3102932,71329,5.2642223834991455
12.png,1556174727.574902,76633,6.054897308349609
13.png,1556174733.6302664,78053,8.253389120101929
14.png,1556174741.8839633,79208,7.160310745239258
15.png,1556174749.0445778,155349,7.549596786499023
16.png,1556174756.5945804,197048,9.73903775215149
17.png,1556174766.3340678,209291,10.441685676574707
18.png,1556174776.7762005,225763,10.98849630355835
13.png,1556174733.6302664,78023,8.2533120101929
14.png,1556174741.8839633,79200,7.1603107459258
15.png,1556174749.0445778,155239,7.00596786499023
16.png,1556174756.5945804,197148,9.93903775215149
17.png,1556174766.3340678,209281,10.411685676574707
18.png,1556174776.7762005,225753,10.98842330355835
