file_name,time_stamp,input_size,execution_time
03.png,1555972653.5762649,2677,0.005647420883178711
04.png,1555972653.5822933,2988,0.002283811569213867
05.png,1555972653.5849464,3870,0.002502918243408203
06.png,1555972653.5878074,4855,0.0024576187133789062
07.png,1555972653.590642,23359,0.004515647888183594
08.png,1555972653.595538,26854,0.002994060516357422
09.png,1555972653.598905,44189,0.005075693130493164
10.png,1555972653.604283,62155,0.002684354782104492
11.png,1555972653.6072443,71329,0.002215147018432617
12.png,1555972653.6097388,76633,0.0021293163299560547
13.png,1555972653.6121423,78053,0.002546072006225586
14.png,1555972653.6149888,79208,0.00522613525390625
15.png,1555972653.620549,155349,0.0032951831817626953
16.png,1555972653.6241248,197048,0.0023474693298339844
17.png,1555972653.6267755,209291,0.002613067626953125
18.png,1555972653.62978,225763,0.0032083988189697266
