File Name,File Size,Average CPU Workload,Execution Time
01.png,1584,0.5018043518066406,6.169307521902713
02.png,2294,0.5185229778289795,6.169307521902713
03.png,2677,0.524599552154541,14.400943798644878
04.png,2988,0.6182301044464111,14.400943798644878
05.png,3870,1.0810058116912842,18.69996347812697
06.png,4855,0.951073169708252,27.58904929939898
07.png,23359,1.519606590270996,33.12164243762371
08.png,26854,1.791038990020752,36.51202755681317
09.png,44189,2.3841090202331543,38.90494225515473
10.png,62155,3.048603057861328,41.798792925588685
11.png,71329,6.580303430557251,40.80415275937511
12.png,76633,8.511343955993652,43.33793439363678
13.png,78053,9.13827657699585,41.79116632398588
14.png,79208,9.709844827651978,42.977462321224365
15.png,155349,11.1254403591156,42.13897139237342
16.png,197048,14.828226089477539,42.03596215177075
17.png,209291,15.156348466873169,42.390425652337775
18.png,225763,15.917719841003418,41.69164131530851
19.png,245337,20.982697010040283,37.64368467595038
20.png,255254,22.173611164093018,39.757849970579976
01.png,1584,0.48940610885620117,0.45079777463953763
02.png,2294,0.5647149085998535,7.0161319514147324
03.png,2677,0.5122337341308594,16.84182288151102
04.png,2988,0.5568795204162598,16.84182288151102
05.png,3870,1.0874049663543701,16.015792430756413
06.png,4855,0.9485442638397217,27.233196033084948
07.png,23359,1.5260720252990723,36.22354743019582
08.png,26854,1.6350219249725342,24.086814749197057
09.png,44189,2.372377634048462,40.172104144743685
10.png,62155,2.800649881362915,38.18945783549507
11.png,71329,6.970336198806763,41.5274167767292
12.png,76633,9.03113865852356,44.89943974179371
13.png,78053,9.216758966445923,42.95116428154561
14.png,79208,9.357009887695312,42.80564370822525
15.png,155349,11.787762641906738,44.07707316479707
16.png,197048,14.704492807388306,49.969207604444335
17.png,209291,14.901057958602905,43.730743111160756
18.png,225763,17.145860195159912,78.2339283546049
19.png,245337,20.95040011405945,62.22013314746071
20.png,255254,22.98473811149597,42.59579391936393
01.png,1584,0.503201961517334,2.847176114567138
02.png,2294,0.5139706134796143,2.847176114567138
03.png,2677,0.5129036903381348,13.986206186618062
04.png,2988,0.5730888843536377,13.986206186618062
05.png,3870,1.044226884841919,26.276340478041167
06.png,4855,0.965012788772583,26.276340478041167
07.png,23359,1.5529422760009766,26.962331814610366
08.png,26854,2.310441493988037,44.396343355969506
09.png,44189,2.408240556716919,45.1690169490729
10.png,62155,3.2248620986938477,53.20481512179082
11.png,71329,7.960653781890869,79.01099872003209
12.png,76633,8.201224327087402,42.542372809218364
13.png,78053,9.681432008743286,78.596350704851
14.png,79208,10.942913055419922,58.188993926776625
15.png,155349,12.537454605102539,88.4683993406505
16.png,197048,16.1917405128479,50.847747118345254
17.png,209291,16.448128700256348,57.91798790184713
18.png,225763,17.17332100868225,75.7733115847607
19.png,245337,23.352174282073975,59.55469337150543
20.png,255254,22.995039224624634,55.93902207426404
01.png,1584,0.4932994842529297,11.474520073419257
02.png,2294,0.5404024124145508,11.474520073419257
03.png,2677,0.615607738494873,18.978321100110982
04.png,2988,0.7240517139434814,34.773107829044754
05.png,3870,1.6755082607269287,39.21592809847227
06.png,4855,1.493854284286499,54.50447933658908
07.png,23359,1.7167320251464844,72.80787059653497
08.png,26854,1.8753180503845215,56.861574119307
09.png,44189,3.8912601470947266,78.50090441610678
10.png,62155,3.436861276626587,48.0504165097791
11.png,71329,9.642319440841675,85.56476773133551
12.png,76633,11.302827835083008,89.52698197426575
13.png,78053,10.750664472579956,88.77525018901524
14.png,79208,12.949467420578003,69.13508673364589
15.png,155349,15.330051183700562,63.94309266555969
16.png,197048,19.588040351867676,89.327270105027
17.png,209291,18.998679399490356,82.84318440671707
18.png,225763,22.75687003135681,80.32820734381244
19.png,245337,29.955283164978027,51.36564308346334
20.png,255254,29.45288872718811,76.9573493084574
